@@,itemlabel,item,startdate,enddate
->,Dawit Yohannes,Q55639559,1995-01-01->1995-08,2005-10-10
->,Abadula Gemeda,Q2820137,2010-09-10->2010-10-04,2018-04-19
->,Muferihat Kamil Ahmed->Muferiat Kamil,Q55238035,2018-04-19,2018-10-16
